X,Y,OBJECTID,name,operator,owner,address,is24Hours,carParkCount,hasCarparkCost,maxTimeLimit,hasTouristAttraction,latitude,longitude,currentType,dateFirstOperational,numberOfConnectors,connectorsList,hasChargingCost
1747319.8153,5426292.2893,227,Karepa St,ChargeNet NZ,ChargeNet NZ,"Karepa St, Wellington 6021, NZ",True,1,False,Unlimited,False,-41.301383,174.759694,AC,2019/11/20 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1752710.7587,5426075.4563,228,Miramar North Rd,ChargeNet NZ,ChargeNet NZ,"Miramar North Rd, Wellington 6022, NZ",True,1,False,Unlimited,False,-41.302333,174.824111,AC,2019/11/18 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1748502.1996,5425627.6842,229,Wright St,ChargeNet NZ,ChargeNet NZ,"Wright St, Wellington 6021, NZ",True,1,False,Unlimited,False,-41.30715,174.773973,AC,2019/09/26 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1749444.4361,5425409.9897,230,North Coromandel St,ChargeNet NZ,ChargeNet NZ,"9 Coromandel St, Wellington 6021, NZ",True,1,False,Unlimited,False,-41.308936,174.785277,AC,2019/09/26 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1748793.483,5425239.3127,231,Hall St,ChargeNet NZ,ChargeNet NZ,"Hall St, Wellington 6011, NZ",True,1,False,Unlimited,False,-41.310593,174.777546,AC,2019/09/26 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1749508.9562,5425102.4431,232,South Coromandel St,ChargeNet NZ,ChargeNet NZ,"66 Coromandel St, Wellington 6021, NZ",True,1,False,Unlimited,False,-41.311693,174.786123,AC,2019/09/26 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1750415.9656,5424336.6556,233,Kilbirnie,ChargeNet NZ,ChargeNet NZ,"78 Rongotai Rd, Wellington 6022, New Zealand",True,1,False,Unlimited,False,-41.318419,174.797143,DC,2019/10/30 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1749391.8254,5424257.1703,234,Wellington Zoo,ChargeNet NZ,ChargeNet NZ,"Manchester Street , Wellington 6021, New Zealand",True,1,False,Unlimited,False,-41.319325,174.784932,DC,2019/07/24 00:00:00+00,4,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True
1748338.5268,5423830.9361,235,Stanley St,ChargeNet NZ,ChargeNet NZ,"66 Stanley St, Wellington 6023, NZ",True,1,False,Unlimited,False,-41.323357,174.772457,AC,2020/03/06 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1748660.6589,5423116.7243,236,Melbourne Rd,ChargeNet NZ,ChargeNet NZ,"Melbourne Rd, Wellington 6023, NZ",True,1,False,Unlimited,False,-41.329728,174.776479,AC,2019/12/05 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1749454.2106,5423049.446,237,Hornsey Rd,ChargeNet NZ,ChargeNet NZ,"Hornsey Rd, Wellington 6023, NZ",True,1,False,Unlimited,False,-41.330187,174.785974,AC,2019/11/26 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1748969.0545,5422980.4496,238,Jackson St,ChargeNet NZ,ChargeNet NZ,"Jackson St, Wellington 6023, NZ",True,1,False,Unlimited,False,-41.330898,174.780196,AC,2019/12/05 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1748381.2951,5422617.8535,239,Island Bay,ChargeNet NZ,ChargeNet NZ,"6 Medway St, Wellington 6023, New Zealand",True,1,False,Unlimited,False,-41.334271,174.773264,DC,2019/10/04 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1615421.7881,5423697.4716,240,Richmond,ChargeNet NZ,Network Tasman Ltd,"280 Queen Street, Richmond 7020, NZ",True,1,False,Unlimited,False,-41.338061,173.184316,DC,2018/08/01 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1680322.2193,5409651.9858,241,Spring Creek,ChargeNet NZ,ChargeNet NZ,"2226 State Highway 1, Blenheim 7202, NZ",True,1,False,Unlimited,False,-41.460704,173.961785,DC,2018/05/01 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1677034.5219,5404266.9139,242,Blenheim,ChargeNet NZ,ChargeNet NZ,"1 Westwood Avenue, Blenheim 7271, NZ",True,1,False,Unlimited,False,-41.509526,173.923111,DC,2018/07/04 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1680059.2477,5403655.9316,243,Blenheim,ChargeNet NZ,The Warehouse Ltd,"Cnr Kinross and Redwood Streets, Blenheim 7201, NZ",True,1,False,Unlimited,False,-41.514732,173.959433,DC,2021/01/26 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",False
1483506.1653,5376158.5536,244,Westport,ChargeNet NZ,ChargeNet NZ,"5 Adderley Street, Westport 7825, NZ",True,1,False,Unlimited,False,-41.757863,171.598685,DC,2018/12/06 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1543953.8441,5372259.7441,245,Murchison,ChargeNet NZ,ChargeNet NZ,"Fairfax St, Murchison 7007, NZ",True,1,False,Unlimited,False,-41.799545,172.325373,DC,2019/11/27 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1693917.3153,5368581.867,246,Ward,ChargeNet NZ,ChargeNet NZ,"7326 State Highway 1, Ward 7285, NZ",True,1,False,Unlimited,False,-41.829084,174.130996,DC,2019/05/01 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1506281.9405,5336270.923,247,Reefton,ChargeNet NZ,ChargeNet NZ,"47 Broadway, Reefton 7830, NZ",True,1,False,Unlimited,False,-42.120066,171.866254,DC,2018/10/02 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1655929.49,5306920.0961,248,Kaikoura,ChargeNet NZ,ChargeNet NZ,"124-128 Beach Rd, Kaikoura 7300, NZ",True,1,False,Unlimited,False,-42.387995,173.679475,DC,2018/10/26 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1656169.6512,5305326.1279,249,Kaikoura,ChargeNet NZ,ChargeNet NZ,"51 West End, Kaikoura 7300, New Zealand",True,1,False,Unlimited,False,-42.402332,173.682548,DC,2016/10/31 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1453250.1203,5298872.0271,250,Greymouth,ChargeNet NZ,The Warehouse Ltd,"174 Mawhera Quay, Greymouth 7805, NZ",True,1,False,Unlimited,False,-42.448596,171.215473,DC,2022/04/01 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",False
1452700.7403,5298698.4809,251,Greymouth,ChargeNet NZ,ChargeNet NZ,"13 Tarapuhi Street, Greymouth 7805, New Zealand",True,1,False,Unlimited,False,-42.450054,171.208751,DC,2017/03/16 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1433219.7289,5268620.6343,252,Hokitika,ChargeNet NZ,ChargeNet NZ,"116 Revell Street, Hokitika 7810, NZ",True,1,False,Unlimited,False,-42.716811,170.96319,DC,2018/07/24 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1587477.4515,5264239.3919,253,Culverden,ChargeNet NZ,ChargeNet NZ,"27A Mountain View Rd, Culverden 7392, New Zealand",True,1,False,Unlimited,False,-42.774278,172.846924,DC,2017/12/21 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1622320.3683,5259938.2967,254,Cheviot,ChargeNet NZ,ChargeNet NZ,"4 Seddon St, Cheviot 7310, NZ",True,1,False,Unlimited,False,-42.812788,173.273014,DC,2019/05/31 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1482342.9041,5255653.7198,255,Otira,ChargeNet NZ,Portia Properties Ltd,"Otira Hwy, Otira 7875, New Zealand",True,1,False,Unlimited,False,-42.842644,171.560183,DC,2020/02/27 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1482768.3659,5244641.9512,256,Arthurs Pass,ChargeNet NZ,ChargeNet NZ,"80 State Highway 73, Arthurs Pass 7875, New Zealand",True,1,False,Unlimited,False,-42.941842,171.563088,Mixed,2020/10/01 00:00:00+00,3,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1578079.822,5221768.1865,257,Amberley,ChargeNet NZ,ChargeNet NZ,"123 Carters Rd, Amberley 7410, NZ",True,1,False,Unlimited,False,-43.156522,172.730383,DC,2018/04/05 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1495646.6035,5215245.304,258,Castle Hill,ChargeNet NZ,ChargeNet NZ,"3 Castle Hill Dr, Castle Hill 7580, New Zealand",True,1,False,Unlimited,False,-43.208364,171.715379,Mixed,2020/10/15 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1567465.5539,5203082.3853,259,Rangiora,ChargeNet NZ,ChargeNet NZ,"2 Southbrook Rd, Rangiora 7400, NZ",True,1,False,Unlimited,False,-43.324396,172.598728,DC,2018/12/17 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True
1513186.9463,5201118.4491,260,Springfield,ChargeNet NZ,ChargeNet NZ,"SH 73, Springfield 7681, New Zealand",True,1,False,Unlimited,False,-43.33777,171.929037,Mixed,2020/10/22 00:00:00+00,3,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1572465.6375,5196718.7809,261,Kaiapoi,ChargeNet NZ,ChargeNet NZ,"31 Sewell Street, Kaiapoi 7630, New Zealand",True,1,False,Unlimited,False,-43.381896,172.660077,DC,2019/06/18 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1371950.2907,5192693.2592,262,Franz Josef,ChargeNet NZ,ChargeNet NZ,"63 Cron Street, Franz Joseph Glacier 7886, New Zealand",True,1,False,Unlimited,False,-43.38398,170.184601,DC,2019/07/09 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True
1569440.661,5187992.8714,263,Northwood,ChargeNet NZ,ChargeNet NZ,"2 Mounter Ave, Christchurch 8051, New Zealand",True,1,False,Unlimited,False,-43.460349,172.622245,DC,2016/12/04 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1572579.4785,5186416.0053,264,Prestons,ChargeNet NZ,Orion New Zealand Ltd,"420 Prestons Rd, Christchruch 8083, NZ",False,1,False,Unlimited,False,-43.474669,172.660965,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1564114.2244,5186037.2624,265,Harewood,ChargeNet NZ,Orion New Zealand Ltd,"800 Harewood Rd, Christchruch 8051, New Zealand",False,1,False,Unlimited,False,-43.477721,172.556276,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1576293.8087,5185626.1467,266,Parklands Library,ChargeNet NZ,Orion New Zealand Ltd,"46 Queenspark Drive, Christchruch 8083, NZ",True,1,False,Unlimited,False,-43.481908,172.706855,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1527884.636,5184468.6397,267,Darfield,ChargeNet NZ,ChargeNet NZ,"33 South Terrace, Darfield 7510, New Zealand",True,1,False,Unlimited,False,-43.489228,172.108133,DC,2020/03/10 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1578276.578,5182791.3868,268,New Brighton,ChargeNet NZ,Orion New Zealand Ltd,"213 Marine Parade, Christchruch 8061, NZ",True,1,False,Unlimited,False,-43.507493,172.73126,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1575177.6293,5182298.9997,269,Wainoni,ChargeNet NZ,ChargeNet NZ,"174 Wainoni Rd, Christchurch 8061, New Zealand",True,1,False,Unlimited,False,-43.51183,172.692901,DC,2020/11/20 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1566687.777,5181662.0254,270,Fendalton,ChargeNet NZ,Orion New Zealand Ltd,"23 Memorial Ave, Christchruch 8053, NZ",True,1,False,Unlimited,False,-43.517235,172.587829,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1566056.3526,5181155.8709,271,Canterbury Uni,ChargeNet NZ,Orion New Zealand Ltd,"Science Rd, Christchruch 8041, NZ",True,1,False,Unlimited,False,-43.521764,172.579985,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1565307.1861,5180652.3809,272,Ilam,ChargeNet NZ,Orion New Zealand Ltd,"47C - 57C Peer St, Christchruch 8041, NZ",True,1,False,Unlimited,False,-43.526263,172.570683,AC,,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",False
1569300.156,5180438.1281,273,Botanic Gardens,ChargeNet NZ,Orion New Zealand Ltd,"Car Park, Christchruch 8013, NZ",True,1,False,Unlimited,False,-43.528367,172.620082,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1570387.9373,5179185.9085,274,Durham St,ChargeNet NZ,ChargeNet NZ,"175 Durham St South, Christchurch 8011, New Zealand",True,1,False,Unlimited,False,-43.539686,172.633475,DC,2021/01/21 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True
1570854.9998,5179186.2846,275,Moorhouse Ave,ChargeNet NZ,Orion New Zealand Ltd,"297 Moorhouse Ave, Christchurch 8011, NZ",False,1,False,Unlimited,False,-43.539701,172.639256,AC,,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4}",False
1572045.7976,5177208.1272,276,St Martins,ChargeNet NZ,Orion New Zealand Ltd,"92 Wilsons Rd, Christchruch 8023, NZ",True,1,False,Unlimited,False,-43.557558,172.653893,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1578804.8921,5176778.1799,277,Redcliffs,ChargeNet NZ,BP2go Redcliffs,"170 Main Road, Christchurch 8081, New Zealand",True,1,False,Unlimited,False,-43.561652,172.737561,DC,2019/06/07 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True
1580509.5145,5175928.7352,278,Sumner,ChargeNet NZ,Orion New Zealand Ltd,"26 Nayland St, Sumner 8081, NZ",True,1,False,Unlimited,False,-43.569347,172.758637,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1564870.1078,5174700.5047,279,Halswell,ChargeNet NZ,Orion New Zealand Ltd,"346 Halswell Rd, Christchurch 8025, New Zealand",True,1,False,Unlimited,False,-43.579833,172.564889,Mixed,,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1550687.271,5172943.6082,280,Rolleston,ChargeNet NZ,The Warehouse Ltd,"Rolleston Dr, Christchurch 7614, NZ",True,1,False,Unlimited,False,-43.594848,172.389072,DC,2021/02/15 00:00:00+00,4,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2}",False
1550216.7993,5172707.3373,281,Rolleston,ChargeNet NZ,Orion New Zealand Ltd,"92 Rolleston Drive, Rolleston 7614, New Zealand",True,1,False,Unlimited,False,-43.596944,172.383222,Mixed,,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1576872.8859,5172115.236,282,Te Ana ,ChargeNet NZ,Lyttelton Port Company Ltd,"29 Godley Quay, Christchurch 8082, New Zealand",False,1,True,Unlimited,False,-43.60358,172.71344,AC,2021/11/03 00:00:00+00,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",True
1490916.479,5168103.8047,283,Methven,ChargeNet NZ,Electricity Ashburton Ltd,"160 Main St, Methven 7730, New Zealand",True,1,False,Unlimited,False,-43.63206,171.647752,DC,,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1558223.5984,5167968.8789,284,Lincoln Library,ChargeNet NZ,Orion New Zealand Ltd,"18 Lyttelton Street, Lincoln 7608, New Zealand",True,1,True,Unlimited,False,-43.6401,172.48205,AC,2021/07/06 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1557588.7168,5167803.7318,285,Lincoln,ChargeNet NZ,Orion New Zealand Ltd,"77 Gerald St, Lincoln 7674, New Zealand",True,1,False,Unlimited,False,-43.641551,172.474166,Mixed,,6,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:4},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1534948.2286,5165382.5011,286,Dunsandel Com Centre,ChargeNet NZ,Orion New Zealand Ltd,"Dunsandel Community Centre, Dunsandel 7682, New Zealand",True,1,True,Unlimited,False,-43.661714,172.19319,AC,2021/07/06 00:00:00+00,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1521539.1238,5154858.4363,287,Rakaia,ChargeNet NZ,Electricity Ashburton Ltd,"41 Bridge Street, Rakaia 7710, New Zealand",True,1,False,Unlimited,False,-43.755164,172.02537,DC,,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1543564.0204,5154420.6474,288,Leeston,ChargeNet NZ,Orion New Zealand Ltd,"18 Gallipoli St, Leeston 7632, NZ",True,1,True,Unlimited,False,-43.761111,172.29889,DC,2021/05/04 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1583138.6179,5153616.7039,289,Little River,ChargeNet NZ,Orion New Zealand Ltd,"4235A Christchurch Akaroa Road, Little River 7591, New Zealand",True,1,False,Unlimited,False,-43.770308,172.790497,Mixed,2017/10/30 00:00:00+00,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",False
1597429.8063,5150031.2969,290,Akaroa,ChargeNet NZ,Orion New Zealand Ltd,"40 Rue Brittan, Akaroa 7520, New Zealand",True,1,False,Unlimited,False,-43.802778,172.968048,AC,,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1597147.4128,5149401.3378,291,Akaroa,ChargeNet NZ,Orion New Zealand Ltd,"49 Beach Rd, Akaroa 7520, NZ",True,1,False,Unlimited,False,-43.808449,172.964534,AC,,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",False
1499250.0617,5137882.3918,292,Ashburton,ChargeNet NZ,Electricity Ashburton Ltd,"109 West Street, Ashburton 7700, New Zealand",True,1,False,Unlimited,False,-43.90528,171.745359,Mixed,,3,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True
1397618.9639,5124697.654,293,Tekapo,ChargeNet NZ,ChargeNet NZ,"22 Rapuwai Lane, Tekapo 7999, New Zealand",True,1,False,Unlimited,False,-44.002983,170.475634,DC,2019/08/29 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1397721.9827,5124651.1127,294,Tekapo,ChargeNet NZ,Alpine Energy Limited,"State Highway 8, Tekapo 7999, New Zealand",True,1,False,Unlimited,False,-44.00343,170.4769,DC,2017/06/29 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1459346.2912,5116323.0576,295,Geraldine,ChargeNet NZ,Alpine Energy Limited,"14 Geraldine-Fairlie Hwy, Geraldine 7930, New Zealand",True,1,False,Unlimited,False,-44.092764,171.242916,DC,2017/11/15 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1426275.5845,5114708.7009,296,Fairlie,ChargeNet NZ,Alpine Energy Limited,"Opposite 53 Main St, Fairlie 7925, New Zealand",True,1,False,Unlimited,False,-44.10019,170.829522,DC,2017/11/16 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1463792.7946,5111461.1676,297,Orari ,ChargeNet NZ,Alpine Energy Limited,"1 Orari Station Road, Orari 7992, New Zealand",True,1,True,Unlimited,False,-44.137358481,171.2971819,DC,2022/07/03 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 175 kW, Type 2 CCS, Status: Operative, Count:1}",True
1462409.8469,5099842.6693,298,Temuka,ChargeNet NZ,ChargeNet NZ,"185 King St, Temuka 7920, NZ",True,1,False,Unlimited,False,-44.241656,171.276856,DC,2018/08/22 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1368512.0471,5095531.4135,299,Twizel,ChargeNet NZ,Alpine Energy Limited,"Opposite 64 MacKenzie Drive, Twizel 7901, New Zealand",True,1,False,Unlimited,False,-44.256647,170.100189,DC,2017/11/15 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1459642.5085,5084100.9542,300,Timaru,ChargeNet NZ,ChargeNet NZ,"98 Evans St, Timaru 7910, New Zealand",True,1,False,Unlimited,False,-44.382784,171.23798,DC,2020/12/03 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True
1460918.2475,5082147.2158,301,Timaru,ChargeNet NZ,Alpine Energy Limited,"26A North Street, Timaru 7910, New Zealand",True,1,False,Unlimited,False,-44.400611,171.253465,DC,2016/04/17 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True
1460796.7787,5081959.3738,302,Timaru,ChargeNet NZ,The Warehouse Ltd,"Cnr Victoria and Browne St, Timaru 7910, NZ",True,1,True,Unlimited,False,-44.402278,171.25189,DC,2021/08/11 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",False
1358786.1208,5069387.5418,303,Omarama,ChargeNet NZ,Network Waitaki,"2 Sutherland Road, Omararu 9412, New Zealand",True,1,False,Unlimited,False,-44.488533,169.966399,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1294087.4051,5043779.6712,304,Wanaka,ChargeNet NZ,ChargeNet NZ,"42 Ardmore St, Wanaka 9305, New Zealand",True,1,False,Unlimited,False,-44.694064,169.139139,DC,2018/01/03 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1399721.8821,5043588.3033,305,Kurow,ChargeNet NZ,Network Waitaki,"14 Bledisloe St, Kurow 9435, New Zealand",True,1,False,Unlimited,False,-44.733077,170.470618,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1445249.7942,5044637.7835,306,Waimate,ChargeNet NZ,Alpine Energy Limited,"125 Queen Street, Waimate 7924, New Zealand",True,1,False,Unlimited,False,-44.734921,171.045541,DC,2016/04/17 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1235382.402,5023410.4326,307,Glenorchy,ChargeNet NZ,ChargeNet NZ,"45 Mull St, Glenorchy 9372, New Zealand",True,1,False,Unlimited,False,-44.849429,168.38587,DC,2019/11/12 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
