X,Y,OBJECTID,name,operator,owner,address,is24Hours,carParkCount,hasCarparkCost,maxTimeLimit,hasTouristAttraction,latitude,longitude,currentType,dateFirstOperational,numberOfConnectors,connectorsList,hasChargingCost
1264906.6446,5007117.0704,308,Frankton,ChargeNet NZ,ChargeNet NZ,"302 Hawthorne Drive, Queenstown 9300, New Zealand",True,1,False,Unlimited,False,-45.010172,168.747621,DC,2018/03/14 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1258252.9497,5004465.3554,309,Queenstown,ChargeNet NZ,ChargeNet NZ,"9 Athol St, Queenstown 9300, NZ",True,1,False,Unlimited,False,-45.030802,168.661624,DC,2019/12/04 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",True
1300451.42,5005984.5448,310,Cromwell,ChargeNet NZ,ChargeNet NZ,"2A The Mall, Cromwell 9310, New Zealand",True,1,False,Unlimited,False,-45.03624,169.196961,DC,2018/04/25 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True
1332566.064,5000980.7003,311,Omakau,ChargeNet NZ,ChargeNet NZ,"1 Harvey St, Omakau 9352, New Zealand",True,1,False,Unlimited,False,-45.094048,169.601258,DC,2020/11/17 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1440517.2836,5004270.0717,312,Oamaru,ChargeNet NZ,Network Waitaki,"3 Eden St, Oamaru 9400, New Zealand",True,1,False,Unlimited,False,-45.097049,170.973075,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1371779.2772,4998668.452,313,Ranfurly,ChargeNet NZ,ChargeNet NZ,"31 Charlemont St East, Ranfurly 9332, New Zealand",True,1,False,Unlimited,False,-45.128575,170.097858,DC,2017/12/22 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1317111.552,4982261.7541,314,Alexandra,ChargeNet NZ,ChargeNet NZ,"9 Thompson St, Alexandra 9320, New Zealand",True,1,False,Unlimited,False,-45.256207,169.394619,DC,2017/07/02 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1428918.5574,4978724.7012,315,Hampden ,ChargeNet NZ,Network Waitaki,"29 London St, Hampden 9410, New Zealand",True,1,False,Unlimited,False,-45.324121,170.816989,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True
1186311.9374,4957206.5444,316,Te Anau,ChargeNet NZ,ChargeNet NZ,"6 Mokonui Street, Te Anau 9600, New Zealand",True,1,False,Unlimited,False,-45.416134,167.712652,DC,2019/10/09 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1421504.5808,4960617.7271,317,Palmerston,ChargeNet NZ,ChargeNet NZ,"30 Sanday Street, Palmerston 9430, New Zealand",True,1,False,Unlimited,False,-45.485131,170.715903,DC,2020/12/08 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1374916.652,4956635.7041,318,Middlemarch,ChargeNet NZ,ChargeNet NZ,"21 Browns Rd, Middlemarch 9597, New Zealand",True,1,False,Unlimited,False,-45.50746,170.118599,DC,2020/12/08 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1254706.8743,4950755.4526,319,Athol,ChargeNet NZ,ChargeNet NZ,"1121 Garston Athol Hwy, Athol 9793, New Zealand",True,1,False,Unlimited,False,-45.511126,168.579404,DC,2019/09/23 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1312401.1676,4950215.8734,320,Roxburgh,ChargeNet NZ,ChargeNet NZ,"22 Jedburgh St, Roxburgh 9500, New Zealand",True,1,False,Unlimited,False,-45.542158,169.316024,DC,2018/09/03 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1245381.4902,4924865.4301,321,Lumsden,ChargeNet NZ,ChargeNet NZ,"14 Diana St, Lumsden 9730, NZ",True,1,False,Unlimited,False,-45.738748,168.441562,DC,2018/05/31 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1406974.9126,4918146.6009,322,University of Otago,ChargeNet NZ,ChargeNet NZ,"St David St, Dunedin 9016, NZ",True,1,False,Unlimited,False,-45.863182,170.513276,DC,2018/09/24 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1394185.1036,4916732.5076,323,Mosgiel,ChargeNet NZ,ChargeNet NZ,"10 Hartstonge Ave, Mosgiel 9024, NZ",True,1,False,Unlimited,False,-45.872193,170.348074,DC,2018/11/26 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1406253.1671,4916372.2828,324,Dunedin Central,ChargeNet NZ,ChargeNet NZ,"Water St, Dunedin 9016, NZ",True,1,False,Unlimited,False,-45.878934,170.503272,DC,2020/05/01 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True
1406151.7541,4914965.5199,325,Dunedin South,ChargeNet NZ,The Warehouse Ltd,"64 Hillside Rd, Dunedin 9012, NZ",True,1,False,Unlimited,False,-45.891555,170.501399,DC,2021/02/01 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 25 kW, CHAdeMO, Status: Inoperative, Count:1}",False
1405957.449,4914923.619,326,Dunedin South,ChargeNet NZ,ChargeNet NZ,"86 Hillside Rd, Dunedin 9012, New Zealand",True,1,False,Unlimited,False,-45.891877,170.49888,DC,2019/08/11 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1343028.6481,4910290.4292,327,Lawrence,ChargeNet NZ,ChargeNet NZ,"19 Ross Pl, Lawrence 9532, New Zealand",True,1,False,Unlimited,False,-45.912893,169.686481,DC,2018/02/22 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1310227.1505,4905460.1396,328,Tapanui,ChargeNet NZ,ChargeNet NZ,"44 Northumberland St, Tapanui 9522, New Zealand",True,1,False,Unlimited,False,-45.94324,169.261463,DC,2019/10/04 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1286434.375,4886861.5893,329,Gore,ChargeNet NZ,ChargeNet NZ,"4 Irk St, Gore 9710, New Zealand",True,1,False,Unlimited,False,-46.09977,168.94303,DC,2018/03/12 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1365430.9943,4888533.122,330,Milton,ChargeNet NZ,ChargeNet NZ,"207 Union St, Milton 9220, NZ",True,1,False,Unlimited,False,-46.116449,169.964229,DC,2018/04/25 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1189818.9027,4877113.4723,331,Tuatapere,ChargeNet NZ,ChargeNet NZ,"66 Main Road, Tuatapere 9620, NZ",True,1,False,Unlimited,False,-46.136031,167.689386,DC,2020/10/21 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1238972.8968,4879582.7041,332,Winton,ChargeNet NZ,ChargeNet NZ,"293 Great North Road, Winton 9720, New Zealand",True,1,False,Unlimited,False,-46.141652,168.325367,DC,2017/12/18 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1348522.0599,4874421.2252,333,Balclutha,ChargeNet NZ,ChargeNet NZ,"23 Charlotte Street, Balclutha 9230, New Zealand",True,1,False,Unlimited,False,-46.237234,169.738245,DC,2017/01/18 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1216375.9921,4854730.5962,334,Riverton,ChargeNet NZ,ChargeNet NZ,"163 Palmerston St, Riverton 9822, NZ",True,1,False,Unlimited,False,-46.352154,168.013665,DC,2021/05/03 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1242198.2061,4850054.335,335,Invercargill,ChargeNet NZ,The Warehouse Ltd,"70 Leven St, Invercargill 9810, NZ",True,1,False,Unlimited,False,-46.408229,168.344564,DC,2021/02/12 00:00:00+00,2,"{DC, 25 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",False
1242879.6984,4849711.9964,336,Invercargill,ChargeNet NZ,ChargeNet NZ,"116 Esk Street, Invercargill 9810, New Zealand",True,1,False,Unlimited,False,-46.41166,168.35314,DC,2016/04/19 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1343471.957,4850457.6035,337,Owaka,ChargeNet NZ,ChargeNet NZ,"1 Main Road, Owaka 9546, New Zealand",True,1,False,Unlimited,False,-46.45065,169.659753,DC,2021/09/27 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1329324.2077,4837924.3675,338,Papatowai,ChargeNet NZ,ChargeNet NZ,"2501 Papatowai Highway, Papatowai 9586, New Zealand",True,1,False,Unlimited,False,-46.557705,169.46859,DC,2020/08/05 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1277850.8427,4833843.9016,339,Fortrose,ChargeNet NZ,ChargeNet NZ,"Moray Tce, Fortrose, New Zealand",True,1,False,Unlimited,False,-46.571653,168.795896,DC,2021/09/12 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1243513.3494,4828785.2047,340,Bluff,ChargeNet NZ,ChargeNet NZ,"54 Gore St, Bluff 9814, New Zealand",True,1,False,Unlimited,False,-46.599706,168.345328,DC,2019/10/02 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True
1301672.1242,4825128.3619,341,Curio Bay,ChargeNet NZ,ChargeNet NZ,"Mair Rd, Curio Bay 9884, NZ",True,1,False,Unlimited,False,-46.6609,169.100384,DC,2020/10/28 00:00:00+00,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True
1358790.3426,5069370.3462,342,Network Waitaki Omarama EV Charger,NetworkWaitaki,Network Waitaki,4 Sutherland Rd Omarama 9488,True,0,True,No Limit,False,-44.488689,169.966444,DC,,1,"{DC, 50 kW, , Status: , Count:1}",True
1440553.7153,5004255.2003,343,Network Waitaki Oamaru EV Charger,NetworkWaitaki,Network Waitaki,3A Eden St Oamaru 9400,True,0,True,No Limit,False,-45.097191,170.973533,DC,,1,"{DC, 50 kW, , Status: , Count:1}",True
1428925.5292,4978722.1108,344,Network Waitaki Hamden EV Charger,NetworkWaitaki,Network Waitaki,35 Lincoln St Hampden 9410,True,0,True,No Limit,False,-45.324146,170.817077,DC,,1,"{DC, 50 kW, , Status: , Count:1}",True
1399728.0999,5043584.605,345,Network Waitaki Kurow EV Charger,NetworkWaitaki,Network Waitaki,1 Wynyard St Kurow 9498,True,0,True,No Limit,False,-44.733112,170.470695,DC,,1,"{DC, 50 kW, , Status: , Count:1}",True
